Type,Frame,TimestampUs,ThreadId,Category,Name,DurationMs,GameThreadMs,RenderPrepareMs,RenderThreadMs,RenderFrameMs,CPUFrameMs,GPUFrameMs,TotalFrameMs,DrawCalls,Triangles,VisibleObjects,Batches
Frame,186,1781696292051076,53912,"Frame","Frame",,3.3621,0.0657,0,3.1953,3.3621,2.18778,3.3621,12,2184,0,0
Frame,187,1781696292057550,53912,"Frame","Frame",,6.3879,0.0408,0,6.27,6.3879,3.89293,6.3879,12,2184,0,0
Frame,188,1781696292071950,53912,"Frame","Frame",,14.2839,0.0994,0,14.0321,14.2839,2.35069,14.2839,12,2184,0,0
Frame,189,1781696292077721,53912,"Frame","Frame",,5.6925,0.0457,0,5.561,5.6925,2.42464,5.6925,12,2184,0,0
Frame,190,1781696292083448,53912,"Frame","Frame",,5.6383,0.05,0,5.4945,5.6383,2.67952,5.6383,12,2184,0,0
Frame,191,1781696292090619,53912,"Frame","Frame",,7.0852,0.0466,0,6.9524,7.0852,3.9159,7.0852,12,2184,0,0
Frame,192,1781696292094463,53912,"Frame","Frame",,3.769,0.0548,0,3.6162,3.769,2.32925,3.769,12,2184,0,0
Frame,193,1781696292098490,53912,"Frame","Frame",,3.9573,0.0393,0,3.8535,3.9573,2.6489,3.9573,12,2184,0,0
Frame,194,1781696292102217,53912,"Frame","Frame",,3.6518,0.0439,0,3.5295,3.6518,2.1209,3.6518,12,2184,0,0
Frame,195,1781696292105662,53912,"Frame","Frame",,3.3799,0.044,0,3.2587,3.3799,2.14339,3.3799,12,2184,0,0
Frame,196,1781696292109599,53912,"Frame","Frame",,3.8652,0.0388,0,3.7605,3.8652,2.35149,3.8652,12,2184,0,0
Frame,197,1781696292114164,53912,"Frame","Frame",,4.478,0.0484,0,4.3427,4.478,2.15939,4.478,12,2184,0,0
Frame,198,1781696292117560,53912,"Frame","Frame",,3.3205,0.0603,0,3.1545,3.3205,2.2137,3.3205,12,2184,0,0
Frame,199,1781696292123644,53912,"Frame","Frame",,6.0015,0.1319,0,5.7958,6.0015,3.8823,6.0015,12,2184,0,0
Frame,200,1781696292138630,53912,"Frame","Frame",,14.8793,0.0566,0,14.7219,14.8793,2.34842,14.8793,12,2184,0,0
Frame,201,1781696292144685,53912,"Frame","Frame",,5.974,0.0465,0,5.8437,5.974,2.07213,5.974,12,2184,0,0
